"Sector","Indicator","Sub Indicator","Percentages","variable_name"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of shelter in AoO",0.416533944461676,"no_return_lack_shelter"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of civil documentation or security clearance",0.00224394890342886,"no_return_lack_docs"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)",0.147066496749422,"no_return_lack_services"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Pull factors to remain in AoD (e.g. education, family, health condition, living conditions)",0.198499006651413,"no_return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Mine/UXO contamination",0.0840743008805936,"no_return_uxo"
"Livelihoods","% HH with at least one adult (18+) unemployed and seeking work","",0.260108225268351,"unemployed_seeking_work"
"Livelihoods","% HH with at least one female adult (18+) unemployed and seeking work","",0.14350422657819,"female_unemployed_seeking_work"
"Livelihoods","% HH with at least one person under (<18) working","",0.0568751650276654,"children_working"
"Livelihoods","Main barriers to employment","Increased competition for jobs, not enough jobs",0.750968306380828,"employment_barrier_competition"
"Livelihoods","Main barriers to employment","Available jobs are too far away",0.158674547521653,"employment_barrier_too_far"
"Livelihoods","Main barriers to employment","Only low-skilled, socially degrading or low-paying jobs",0.0652870163527168,"employment_barrier_only_low_available"
"Livelihoods","Main barriers to employment","Underqualified for available jobs",0.11206578873687,"employment_barrier_underqualified_for_jobs"
"Livelihoods","Main barriers to employment","Lack of family/personal connections",0.132693289049757,"employment_barrier_no_wasta"
"Livelihoods","Main barriers to employment","Lack of livelihood/employment opportunities for women",0.171422394961092,"employment_barrier_lack_jobs_women"
"Livelihoods","% of households whose average monthly income [from employment and pension] was less than 480,000 IQD/month","",0.624183746733583,"insufficient_income"
"Livelihoods","% of HHs reporting a barrier to an operational marketplace","",0.145567504888914,"market_barrier"
"Livelihoods","% HH with debt value > 505,000 IQD ","",0.573978434983212,"too_much_debt"
"Livelihoods","% HH unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","",0.770990472197496,"basic_services"
"Livelihoods, AAP","% of households relying  on humanitarian assistance as a primary  source of income","",0.0200859664399638,"ngo_assistance"
"Livelihoods, Health","% of HH spending more than 25% of total expenditure on health","",0.367692866767709,"health_expenses"
"Protection","% HHs reporting risk of eviction","",0.0487518570237364,"risk_eviction"
"Protection","% of HHs reporting to experience daytime movement restrictions","",0.172742228198171,"movement_restriction"
"Protection","% HH missing at least one key household or individual document ","",0.179877281877889,"hh_missing_doc"
"Protection","% of HH with at least one child missing a key individual document","",0.148917728375546,"children_missing_doc"
"Protection","% of households with presence of child marriage","",0.0104493537262748,"child_married"
"Protection, Health","% HH with children with psychosocial distress (proxy data with behaviour change)","",0.0664631463332003,"child_distress"
"Protection, Health","% HH with adults with psychosocial distress (proxy data with behavior change)","",0.132759816359485,"adult_distress"
"Protection, HLP","% of HHs lacking secure tenure","",0.0962824675083559,"lack_secure_tenure"
"Protection, HLP","% of HHs lacking valid HLP documents","",0.434653886908792,"lack_hlp"
"SNFI","% HHs reporting at least 2 shelter improvements","",0.280281617087036,"shelter_2_improvements"
"WASH","% of HHs without access to an improved water source","",0.153982231293533,"imptoved_water_source"
"WASH","% of HHs without access to [type of water source]","improved",0.846017768706466,"water_source"
"WASH","% of HHs without access to [type of water source]","unimproved",0.153982231293533,"water_source"
"WASH","% of households without access to a sufficient quantity of water for drinking and domestic purposes","",0.837811468217303,"insufficient_amount_water"
"WASH","% HH with access to improved functional sanitation facilities ","",0.976501833570024,"improved_sanitation"
"WASH","% of households reporting problems related to water quality","",0.536172408496671,"problem_water_quality"
"WASH","% HH treating their water prior to drinking","",0.623858754645602,"treat_water"
