"Sector","Indicator","Sub Indicator","Percentages","variable_name"
"Education","Main barriers to education","School and classes are overcrowded",0.023643949930459,"education_barriers_overcrowded"
"Education","Main barriers to education","The school infrastructure is poor",0.00904033379694019,"education_barriers_poor_infrastructure"
"Education","Main barriers to education","Curriculum not adapted",0.0438108484005563,"education_barriers_curriculum_not_adapted"
"Education","Main barriers to education","Child working",0.0890125173852573,"education_barriers_working"
"Education","Main barriers to education","parental refusal",0.0681502086230876,"education_barriers_parental_refusal"
"Education","Main barriers to education","Lack of interest of children in education.",0.210013908205841,"education_barriers_lack_interest"
"Education","Main barriers to education","Other",0.111265646731572,"education_barriers_other"
"Food Security","Food Consumption Score","Acceptable",0.949034668881046,"fcs_category"
"Food Security","Food Consumption Score","Borderline",0.0450487855511729,"fcs_category"
"Food Security","Food Consumption Score","Poor",0.00591654556778078,"fcs_category"
"Food Security","Household Hunger Scale","Little to no hunger in the household (0-1)",0.957442391529998,"household_hunger_category"
"Food Security","Household Hunger Scale","Moderate hunger in the household (2-3)",0.0402740294789288,"household_hunger_category"
"Food Security","Household Hunger Scale","Severe hunger in the household (4-6)",0.00228357899107328,"household_hunger_category"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Stress",0.664417687357276,"stress"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Crisis",0.1495744239153,"crisis"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Emergency",0.0962217147602242,"emergency"
"Food Security, Livelihoods","% of HH spending more than 50% of total expenditure on food","",0.63078679676147,"food_expenditure_share"
"Health","% of households with  a hospital with emergency, maternity, surgical and pediatric services within one hour's reach from dwellings","",0.420593730537679,"hospital_access_services"
"Health","% of households that can access primary healthcare (health clinic) within one hour's walk from dwellings","",0.953809424953291,"clinic_access"
"Health","% HH reporting difficulties in accessing health services","",0.727007074746232,"difficulty_access_healthcare"
"Health","% HH reporting [type of difficulty] in accessing health services","Cost of services and/or medicine was too high",0.598123654260228,"difficulty_access_healthcare_cost"
"Health","% HH reporting [type of difficulty] in accessing health services","Did not get access to qualified health staff at the health facility",0.014457090126115,"difficulty_access_healthcare_lack_qualified_staff"
"Health","% HH reporting [type of difficulty] in accessing health services","Problems with civil documents",0.000922792986773301,"difficulty_access_healthcare_lack_civil_doc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic did not provide referral",0.0104583205167641,"difficulty_access_healthcare_no_referral_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic not open",0.0215318363580437,"difficulty_access_healthcare_phc_closed"
"Health","% HH reporting [type of difficulty] in accessing health services","The treatment center was too far away/Transportation constraints",0.109043371270378,"difficulty_access_healthcare_too_far"
"Health","% HH reporting [type of difficulty] in accessing health services","Medical staff refused treatment without any excuse",0.00123039064903107,"difficulty_access_healthcare_staff_refused_treatment"
"Health","% HH reporting [type of difficulty] in accessing health services","No medicine available at health facility/pharmacy",0.210396800984313,"difficulty_access_healthcare_lack_medicine"
"Health","% HH reporting [type of difficulty] in accessing health services","No treatment available for my disease at the health facility",0.138880344509382,"difficulty_access_healthcare_no_treatment_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Health services not inclusive of people with disabilities",0.0135342971393417,"difficulty_access_healthcare_not_inclusive_disability"
"Health","% HH reporting [type of difficulty] in accessing health services","Lack of female health staff",0.00292217779144879,"difficulty_access_healthcare_no_female_staff"
"Health, Protection","% HH with at least on individual that has ""lots of difficulty"" or ""cannot do at all"" one of the following activities: seeing, hearing, walking/climbing steps, remembering/concerntrating, self-care, communicating","",0.105875025949761,"members_disabled"
"Health, Protection","% of households with members unable to access one or more services due to disability","",0.443137254901961,"difficulty_disability_services"
"Health, Protection GBV","% of households reporting that women of reproductive age (15-49) face difficulty in accessing specialized reproductive health services","",0.287627153830185,"difficulty_accessing_female_services"
"HH profile","% of female-headed households","",0.115320739049201,"female_headed"
"HH profile","% of single headed households","",0.121860078887274,"single_headed"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next three months","Remain
Return to AoO
Move elsewhere
Don’t know",0.915488895298529,"no_movement_3"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next twelve months","Remain
Return to AoO
Move elsewhere
Don’t know",0.75109038953226,"no_movement_12"
"HH Profile, CCCM ","% of returnee HHs that intend to remain in their current location for the next twelve months","",0.97037037037037,"no_movement_returnee_12"
"HH Profile, CCCM ","% of IDP HHs that intend to integrate into the local community of their current district in the long-term","",0.759039715471251,"integration"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety in AoO",0.626155878467635,"return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety concerns in AoD",0.0528401585204756,"return_security_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of livelihood in AoD",0.116248348745046,"return_livelihoods_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure HLP ",0.0330250990752972,"return_secure_hlp"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure civil documentation or security clearance",0.00132100396301189,"return_secure_docs"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)",0.0990752972258917,"return_limited_services"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Availability of access to basic services and/or livelihood in AoO (e.g. health, education, courts)",0.467635402906209,"return_available_services_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Social pull factors (e.g. emotional desire, family returned, family released from detention, lack integration AoD)",0.619550858652576,"return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Mine/UXO contamination",0.129458388375165,"return_uxo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Safety concerns in AoO",0.519480519480519,"no_return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of livelihood in AoO",0.478854478854479,"no_return_lack_livelihoods"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of shelter in AoO",0.486180486180486,"no_return_lack_shelter"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of civil documentation or security clearance",0.00586136595310907,"no_return_lack_docs"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)",0.115717615717616,"no_return_lack_services"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Pull factors to remain in AoD (e.g. education, family, health condition, living conditions)",0.197136197136197,"no_return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Mine/UXO contamination",0.101898101898102,"no_return_uxo"
"Livelihoods","% HH with at least one adult (18+) unemployed and seeking work","",0.164210089267179,"unemployed_seeking_work"
"Livelihoods","% HH with at least one female adult (18+) unemployed and seeking work","",0.0808260823985743,"female_unemployed_seeking_work"
"Livelihoods","% HH with at least one person under (<18) working","",0.0610439765790457,"children_working"
"Livelihoods","Main barriers to employment","Increased competition for jobs, not enough jobs",0.752368919772584,"employment_barrier_competition"
"Livelihoods","Main barriers to employment","Available jobs are too far away",0.171825647504738,"employment_barrier_too_far"
"Livelihoods","Main barriers to employment","Only low-skilled, socially degrading or low-paying jobs",0.0827542640555907,"employment_barrier_only_low_available"
"Livelihoods","Main barriers to employment","Underqualified for available jobs",0.147820593809223,"employment_barrier_underqualified_for_jobs"
"Livelihoods","Main barriers to employment","Lack of family/personal connections",0.337965887555275,"employment_barrier_no_wasta"
"Livelihoods","Main barriers to employment","Lack of livelihood/employment opportunities for women",0.173720783322805,"employment_barrier_lack_jobs_women"
"Livelihoods","% of households whose average monthly income [from employment and pension] was less than 480,000 IQD/month","",0.679676146979448,"insufficient_income"
"Livelihoods","% HH with debt value > 505,000 IQD ","",0.485675731783268,"too_much_debt"
"Livelihoods","% HH unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","",0.867685589519651,"basic_services"
"Livelihoods, AAP","% of households relying  on humanitarian assistance as a primary  source of income","",0.0823126427236869,"ngo_assistance"
"Livelihoods, Health","% of HH spending more than 25% of total expenditure on health","",0.251089889973012,"health_expenses"
"Protection","% HHs reporting risk of eviction","",0.0157774548474154,"risk_eviction"
"Protection","% of HHs reporting to experience daytime movement restrictions","",0.383226074320116,"movement_restriction"
"Protection","% HH missing at least one key household or individual document ","",0.408241644176874,"hh_missing_doc"
"Protection","% of HH with at least one child missing a key individual document","",0.361220676769774,"children_missing_doc"
"Protection","% of households with presence of child marriage","",0.012341062079282,"child_married"
"Protection, Health","% HH with children with psychosocial distress (proxy data with behaviour change)","",0.0267412935323383,"child_distress"
"Protection, Health","% HH with adults with psychosocial distress (proxy data with behavior change)","",0.0537679053352709,"adult_distress"
"Protection, HLP","% of HHs lacking secure tenure","",0.0670323642347778,"lack_secure_tenure"
"Protection, HLP","% of HHs lacking valid HLP documents","",0.485171353251318,"lack_hlp"
"SNFI","% HHs reporting at least 2 shelter improvements","",0.142827485987129,"shelter_2_improvements"
"WASH","% of HHs without access to an improved water source","",0.0600996470832468,"imptoved_water_source"
"WASH","% of HHs without access to [type of water source]","improved",0.939900352916753,"water_source"
"WASH","% of HHs without access to [type of water source]","unimproved",0.0600996470832468,"water_source"
"WASH","% of households without access to a sufficient quantity of water for drinking and domestic purposes","",0.687461075358107,"insufficient_amount_water"
"WASH","% HH with access to improved functional sanitation facilities ","",0.149263026780154,"improved_sanitation"
"WASH","% HH treating their water prior to drinking","",0.376998131617189,"treat_water"
