"Sector","Indicator","Sub Indicator","Percentages","variable_name"
"Education","Main barriers to education","parental refusal",0.0483088535779516,"education_barriers_parental_refusal"
"Education","Main barriers to education","Lack of interest of children in education.",0.24909347084308,"education_barriers_lack_interest"
"Education","Main barriers to education","Other",0.0660988989802326,"education_barriers_other"
"Food Security","Food Consumption Score","Acceptable",0.973294332155869,"fcs_category"
"Food Security","Food Consumption Score","Borderline",0.0224092256210742,"fcs_category"
"Food Security","Food Consumption Score","Poor",0.00429644222305668,"fcs_category"
"Food Security","Household Hunger Scale","Little to no hunger in the household (0-1)",0.97394787576163,"household_hunger_category"
"Food Security","Household Hunger Scale","Moderate hunger in the household (2-3)",0.0250374711732839,"household_hunger_category"
"Food Security","Household Hunger Scale","Severe hunger in the household (4-6)",0.00101465306508667,"household_hunger_category"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Stress",0.593225673496097,"stress"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Crisis",0.108004352423163,"crisis"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Emergency",0.0924229764370134,"emergency"
"Food Security, Livelihoods","% of HH spending more than 50% of total expenditure on food","",0.736979024162805,"food_expenditure_share"
"Health","% of households with  a hospital with emergency, maternity, surgical and pediatric services within one hour's reach from dwellings","",0.513796006575059,"hospital_access_services"
"Health","% of households that can access primary healthcare (health clinic) within one hour's walk from dwellings","",0.962573654089865,"clinic_access"
"Health","% HH reporting difficulties in accessing health services","",0.687491125895238,"difficulty_access_healthcare"
"Health","% HH reporting [type of difficulty] in accessing health services","Cost of services and/or medicine was too high",0.563673671971112,"difficulty_access_healthcare_cost"
"Health","% HH reporting [type of difficulty] in accessing health services","Did not get access to qualified health staff at the health facility",0.0145672435519016,"difficulty_access_healthcare_lack_qualified_staff"
"Health","% HH reporting [type of difficulty] in accessing health services","Problems with civil documents",0.000750748998185838,"difficulty_access_healthcare_lack_civil_doc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic did not provide referral",0.00880330372331878,"difficulty_access_healthcare_no_referral_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic not open",0.0113443819281846,"difficulty_access_healthcare_phc_closed"
"Health","% HH reporting [type of difficulty] in accessing health services","The treatment center was too far away/Transportation constraints",0.0433563161362673,"difficulty_access_healthcare_too_far"
"Health","% HH reporting [type of difficulty] in accessing health services","Medical staff refused treatment without any excuse",0.000507519755398042,"difficulty_access_healthcare_staff_refused_treatment"
"Health","% HH reporting [type of difficulty] in accessing health services","No medicine available at health facility/pharmacy",0.271401996275293,"difficulty_access_healthcare_lack_medicine"
"Health","% HH reporting [type of difficulty] in accessing health services","No treatment available for my disease at the health facility",0.165942294481717,"difficulty_access_healthcare_no_treatment_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Health services not inclusive of people with disabilities",0.0111553962336308,"difficulty_access_healthcare_not_inclusive_disability"
"Health","% HH reporting [type of difficulty] in accessing health services","Lack of female health staff",0.000985761651617987,"difficulty_access_healthcare_no_female_staff"
"Health, Protection","% HH with at least on individual that has ""lots of difficulty"" or ""cannot do at all"" one of the following activities: seeing, hearing, walking/climbing steps, remembering/concerntrating, self-care, communicating","",0.0964483245247395,"members_disabled"
"Health, Protection","% of households with members unable to access one or more services due to disability","",0.381660274376914,"difficulty_disability_services"
"Health, Protection GBV","% of households reporting that women of reproductive age (15-49) face difficulty in accessing specialized reproductive health services","",0.276625078100218,"difficulty_accessing_female_services"
"HH profile","% of female-headed households","",0.087856998704148,"female_headed"
"HH profile","% of single headed households","",0.0993351657398467,"single_headed"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next three months","Remain
Return to AoO
Move elsewhere
Don’t know",0.929913771689612,"no_movement_3"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next twelve months","Remain
Return to AoO
Move elsewhere
Don’t know",0.75853230267715,"no_movement_12"
"HH Profile, CCCM ","% of returnee HHs that intend to remain in their current location for the next twelve months","",0.979451251763015,"no_movement_returnee_12"
"HH Profile, CCCM ","% of IDP HHs that intend to integrate into the local community of their current district in the long-term","",0.800444567071332,"integration"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety in AoO",0.639428844255672,"return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety concerns in AoD",0.0509470659455706,"return_security_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of livelihood in AoD",0.136005902554206,"return_livelihoods_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure HLP ",0.0452767052577184,"return_secure_hlp"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure civil documentation or security clearance",0.000287160705512551,"return_secure_docs"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)",0.116759700311763,"return_limited_services"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Availability of access to basic services and/or livelihood in AoO (e.g. health, education, courts)",0.419400165608877,"return_available_services_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Social pull factors (e.g. emotional desire, family returned, family released from detention, lack integration AoD)",0.661670006621086,"return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Mine/UXO contamination",0.0812855937850046,"return_uxo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Safety concerns in AoO",0.516645397479674,"no_return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of livelihood in AoO",0.496614946713859,"no_return_lack_livelihoods"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of shelter in AoO",0.47025685363283,"no_return_lack_shelter"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of civil documentation or security clearance",0.00546526359309022,"no_return_lack_docs"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)",0.130538246721308,"no_return_lack_services"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Pull factors to remain in AoD (e.g. education, family, health condition, living conditions)",0.216927388858693,"no_return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Mine/UXO contamination",0.0765383820578727,"no_return_uxo"
"Livelihoods","% HH with at least one adult (18+) unemployed and seeking work","",0.148520799857055,"unemployed_seeking_work"
"Livelihoods","% HH with at least one female adult (18+) unemployed and seeking work","",0.086117738431121,"female_unemployed_seeking_work"
"Livelihoods","% HH with at least one person under (<18) working","",0.0563885922782478,"children_working"
"Livelihoods","Main barriers to employment","Increased competition for jobs, not enough jobs",0.684546007449549,"employment_barrier_competition"
"Livelihoods","Main barriers to employment","Available jobs are too far away",0.123674429718224,"employment_barrier_too_far"
"Livelihoods","Main barriers to employment","Only low-skilled, socially degrading or low-paying jobs",0.0597740938932863,"employment_barrier_only_low_available"
"Livelihoods","Main barriers to employment","Underqualified for available jobs",0.136262022183774,"employment_barrier_underqualified_for_jobs"
"Livelihoods","Main barriers to employment","Lack of family/personal connections",0.367745672531798,"employment_barrier_no_wasta"
"Livelihoods","Main barriers to employment","Lack of livelihood/employment opportunities for women",0.23030160787292,"employment_barrier_lack_jobs_women"
"Livelihoods","% of households whose average monthly income [from employment and pension] was less than 480,000 IQD/month","",0.618424030407895,"insufficient_income"
"Livelihoods","% HH with debt value > 505,000 IQD ","",0.546067446587976,"too_much_debt"
"Livelihoods","% HH unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","",0.793013877607964,"basic_services"
"Livelihoods, AAP","% of households relying  on humanitarian assistance as a primary  source of income","",0.0214663340784481,"ngo_assistance"
"Livelihoods, Health","% of HH spending more than 25% of total expenditure on health","",0.246082093042632,"health_expenses"
"Protection","% HHs reporting risk of eviction","",0.0194788234270642,"risk_eviction"
"Protection","% of HHs reporting to experience daytime movement restrictions","",0.42410405854864,"movement_restriction"
"Protection","% HH missing at least one key household or individual document ","",0.540481230171254,"hh_missing_doc"
"Protection","% of HH with at least one child missing a key individual document","",0.482298968671927,"children_missing_doc"
"Protection","% of households with presence of child marriage","",0.0105241949614481,"child_married"
"Protection, Health","% HH with children with psychosocial distress (proxy data with behaviour change)","",0.0329837077925587,"child_distress"
"Protection, Health","% HH with adults with psychosocial distress (proxy data with behavior change)","",0.0383528727958951,"adult_distress"
"Protection, HLP","% of HHs lacking secure tenure","",0.0512945851314379,"lack_secure_tenure"
"Protection, HLP","% of HHs lacking valid HLP documents","",0.361103956769151,"lack_hlp"
"SNFI","% HHs reporting at least 2 shelter improvements","",0.162457175764932,"shelter_2_improvements"
"WASH","% of HHs without access to an improved water source","",0.052811353554127,"imptoved_water_source"
"WASH","% of HHs without access to [type of water source]","improved",0.947188646445873,"water_source"
"WASH","% of HHs without access to [type of water source]","unimproved",0.052811353554127,"water_source"
"WASH","% of households without access to a sufficient quantity of water for drinking and domestic purposes","",0.899586100282725,"insufficient_amount_water"
"WASH","% HH with access to improved functional sanitation facilities ","",0.0939323190798376,"improved_sanitation"
"WASH","% HH treating their water prior to drinking","",0.364176599009475,"treat_water"
