"Sector","Indicator","Sub Indicator","Aggregation","Percentages","variable_name","year"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.basrah",0.0833333333333333,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","babil",0.968473953155273,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala",0.815785961397476,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","kirkuk",0.745566494563506,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.sulaymaniyah",0.830299116948858,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","duhok",0.264028969875586,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar",0.683979204206639,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","salah.al.din",0.910466681867358,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","baghdad",0.392006437932685,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa",0.655895315727588,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","erbil",0.821011774242354,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.najaf",1,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.basrah",0.916666666666667,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","babil",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","diyala",0.00956538351783999,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","kirkuk",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.sulaymaniyah",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","duhok",0.00263137361313219,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.anbar",0.0227038348801487,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","salah.al.din",0.0623942249541743,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","baghdad",0.202664520689105,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","ninewa",0.0235614875277616,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","erbil",0.00335116519029161,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.najaf",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.basrah",0.0833333333333333,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","babil",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","diyala",0.0017627846268477,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","kirkuk",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.sulaymaniyah",0.00510554003763969,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","duhok",0.00154070651766467,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.anbar",0.0049571676177418,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","salah.al.din",0.00362274737617009,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","baghdad",0.151327885923816,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","ninewa",0.0187755564682884,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","erbil",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.najaf",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.basrah",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","babil",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","diyala",0.00956538351783999,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","kirkuk",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.sulaymaniyah",0.000936996416269884,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","duhok",0.000902452141429408,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.anbar",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","salah.al.din",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","baghdad",0.353992406612921,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","ninewa",0.0102603172223454,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","erbil",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.najaf",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.basrah",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","babil",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","diyala",0.00642221256083877,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","kirkuk",0.0609826824843518,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.sulaymaniyah",0.018602197163278,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","duhok",0.00395326041707843,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.anbar",0.00937842522275476,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","salah.al.din",0.00777146943324838,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","baghdad",0.40532904137821,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","ninewa",0.00170651966521631,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","erbil",0.0023067665409027,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.najaf",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.basrah",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","babil",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","diyala",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","kirkuk",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.sulaymaniyah",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","duhok",0.0012332514832393,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.anbar",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","salah.al.din",0.00349811612734627,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","baghdad",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","ninewa",0.00626335984363183,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","erbil",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.najaf",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.basrah",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","babil",0.0315260468447267,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","diyala",0.0372444868192943,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","kirkuk",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.sulaymaniyah",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","duhok",0.00357260149473098,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.anbar",0.0301346610701719,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","salah.al.din",0.0278551781857248,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","baghdad",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","ninewa",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","erbil",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.najaf",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.basrah",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","babil",0,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","diyala",0.180684420832301,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","kirkuk",0.066947013204618,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","al.sulaymaniyah",0.237331564480524,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","duhok",0.0525630196915397,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","al.anbar",0.0791476197169054,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","salah.al.din",0.0929499740756155,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","baghdad",0.202664520689105,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","ninewa",0.232026921180461,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","erbil",0.325295316200121,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","al.najaf",0,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","al.basrah",0,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","babil",0.0157630234223634,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","diyala",0.181477212286839,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","kirkuk",0,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","al.sulaymaniyah",0.0917305675742752,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","duhok",0.0544362400333418,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","al.anbar",0.0730304950436744,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","salah.al.din",0.0234454716363109,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","baghdad",0,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","ninewa",0.0084292378228786,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","erbil",0.00164164790086577,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","al.najaf",0,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","Healthcare","al.basrah",0,"received_aid_healthcare","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","babil",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","diyala",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","kirkuk",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","al.sulaymaniyah",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","duhok",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","al.anbar",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","salah.al.din",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","baghdad",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","ninewa",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","erbil",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","al.najaf",0,"received_aid_none","2021"
"AAP","% of HHs reporting to have received [type of aid]","none","al.basrah",0,"received_aid_none","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","babil",0.90542185946582,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","diyala",0.706428523984657,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","kirkuk",0.994969910828435,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","al.sulaymaniyah",0.447986333820229,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","duhok",0.690105470501736,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","al.anbar",0.700094965051904,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","salah.al.din",0.628000947203646,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","baghdad",0.615477631598661,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","ninewa",0.584217171144307,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","erbil",0.725809711013033,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","al.najaf",1,"aid_satisfaction","2021"
"AAP","% of HHs reporting to be satisfied with the aid received","","al.basrah",1,"aid_satisfaction","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","babil",0.301185821670231,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","diyala",0.124322927722576,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","kirkuk",0.0747505192242251,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","al.sulaymaniyah",0.170073035500637,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","duhok",0.636976155339788,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","al.anbar",0.0666285988730558,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","salah.al.din",0.066659560715907,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","baghdad",0.0612967593171369,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","ninewa",0.109133276686824,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","wassit",0.0315789473684211,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","maysan",0.02,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","erbil",0.0772946672213886,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","thi.qar",0,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","kerbala",0.0526315789473684,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","al.qadissiya",0,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","al.najaf",0.103184386235234,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in critical shelter","","al.basrah",0.0148462354188759,"critical_shelter","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_habitual","babil",0.0789834027491151,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_rental","babil",0.326600752942354,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_habitual","babil",0.109848285867947,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_rental","babil",0.165224319287581,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","host_family","babil",0.0181574174827711,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","non_residential","babil",0.136180631120783,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","public_building","babil",0.0106671419458932,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","unfinished_building","babil",0.154338048603555,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_habitual","diyala",0.100458047139245,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_rental","diyala",0.0760471749550033,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_habitual","diyala",0.443552495913395,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_rental","diyala",0.227919303764399,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","host_family","diyala",0.00983302051379572,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","hotel","diyala",0.014908444480016,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","makeshift_shelter","diyala",0.0103462572920863,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","non_residential","diyala",0.0405232556677091,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","other","diyala",0.00295858551157084,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","public_building","diyala",0.0129358125386048,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","tent","diyala",0.00208166044559055,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","unfinished_building","diyala",0.058435941778585,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_habitual","kirkuk",0.075117450641346,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_rental","kirkuk",0.0365693805685688,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_habitual","kirkuk",0.531710392526973,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_rental","kirkuk",0.187364415694634,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","host_family","kirkuk",0.0285748616327857,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","makeshift_shelter","kirkuk",0.011636198030288,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","non_residential","kirkuk",0.0154628623245076,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","other","kirkuk",0.0659129797114675,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","public_building","kirkuk",0.00969340344463549,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","religious_building","kirkuk",0.0184175597515203,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","rhu","kirkuk",7.74673839997654e-05,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","tent","kirkuk",0.000130666077279254,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","unfinished_building","kirkuk",0.0193323622119947,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_habitual","al.sulaymaniyah",0.03023621807615,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_rental","al.sulaymaniyah",0.112893295079574,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_habitual","al.sulaymaniyah",0.088119041122808,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_rental","al.sulaymaniyah",0.581848631862125,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","host_family","al.sulaymaniyah",0.010752308163977,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","hotel","al.sulaymaniyah",0.00093959169226534,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","non_residential","al.sulaymaniyah",0.0631221713386848,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","other","al.sulaymaniyah",0.00513787850246316,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","religious_building","al.sulaymaniyah",0.00093959169226534,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","rhu","al.sulaymaniyah",0.0225212213210083,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","tent","al.sulaymaniyah",0.0818786155542466,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","unfinished_building","al.sulaymaniyah",0.00161143559443232,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_habitual","duhok",0.0133251860069801,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_rental","duhok",0.0472076394477445,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_habitual","duhok",0.043242583942734,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_rental","duhok",0.232910281121573,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","host_family","duhok",0.00695125577036621,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","makeshift_shelter","duhok",0.0326110813365101,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","non_residential","duhok",0.00992007460590614,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","other","duhok",0.0193868983708149,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","public_building","duhok",0.00267667015229121,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","religious_building","duhok",5.31131669992369e-05,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","rhu","duhok",0.0763673451350561,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","tent","duhok",0.377064359506386,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","unfinished_building","duhok",0.138283511436639,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_habitual","al.anbar",0.0727189066088133,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","damaged_rental","al.anbar",0.0427837078162299,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_habitual","al.anbar",0.603784998681461,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","good_rental","al.anbar",0.169229686880086,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","host_family","al.anbar",0.0316265700296849,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","hotel","al.anbar",0.00484069435303324,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","makeshift_shelter","al.anbar",0.00436636315432548,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","non_residential","al.anbar",0.00694053185318749,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","other","al.anbar",0.00838683675763635,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","public_building","al.anbar",0.00147365414539843,"shelter.shelter_type","2021"
"CCCM, Shelter, Protection","% of HHs living in [type of shelter]","religious_building","al.anbar",8.51582493217692e-05,"shelter.shelter_type","2021"
