"Sector","Indicator","Sub Indicator","Aggregation","Disaggregation","Percentages","variable_name","year"
"AAP","% of HHs reporting to have received [type of aid]","Cash","diyala","idp_out_camp",0.038491420351411,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","diyala","returnee",0,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","kirkuk","idp_out_camp",0.405124112876186,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","kirkuk","returnee",0.0225850450162457,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.sulaymaniyah","idp_in_camp",0.335840632508506,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.sulaymaniyah","idp_out_camp",0.0562957605342019,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","duhok","idp_in_camp",0.961042066934529,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","duhok","idp_out_camp",0.0533483753911342,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.anbar","idp_in_camp",0.267857142857143,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.anbar","idp_out_camp",0.0979175223655575,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.anbar","returnee",0.353089913585417,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","salah.al.din","idp_out_camp",0.225531247587158,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","salah.al.din","returnee",0.0438848612892477,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","baghdad","idp_out_camp",0,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","baghdad","returnee",0,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","ninewa","idp_in_camp",0.855305563409669,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","ninewa","idp_out_camp",0.133393153298485,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","ninewa","returnee",0.0726917924270772,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.basrah","host",0.75,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.basrah","idp_out_camp",0.0833333333333333,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","erbil","idp_in_camp",0.944522491758131,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Cash","al.najaf","idp_out_camp",0,"received_aid_cash","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","babil","idp_out_camp",0.968473953155273,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala","idp_in_camp",0.87037037037037,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala","idp_out_camp",0.953654910740039,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","diyala","returnee",0.629298530037916,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","kirkuk","idp_out_camp",0.671424246700791,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","kirkuk","returnee",0.977414954983754,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.sulaymaniyah","idp_in_camp",0.57938824158983,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.sulaymaniyah","idp_out_camp",0.925218909122137,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","duhok","idp_in_camp",0.144720648610736,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","duhok","idp_out_camp",0.939051239970419,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar","host",1,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar","idp_in_camp",0.910714285714286,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar","idp_out_camp",0.806017448935261,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.anbar","returnee",0.634302071818128,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","salah.al.din","idp_out_camp",0.820484621824171,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","salah.al.din","returnee",0.931324414154591,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","baghdad","idp_out_camp",1,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","baghdad","returnee",0.367980841860478,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa","idp_in_camp",0.384950815212572,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa","idp_out_camp",0.611817503052835,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","ninewa","returnee",0.901846286470153,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.basrah","host",0.25,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.basrah","idp_out_camp",0.916666666666667,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","erbil","idp_in_camp",0.65809479005263,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","erbil","idp_out_camp",1,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Food","al.najaf","idp_out_camp",1,"received_aid_food","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","babil","idp_out_camp",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","diyala","idp_in_camp",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","diyala","idp_out_camp",0.0173486051309824,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","diyala","returnee",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","kirkuk","idp_out_camp",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","kirkuk","returnee",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.sulaymaniyah","idp_in_camp",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.sulaymaniyah","idp_out_camp",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","duhok","idp_in_camp",0.00309646162920508,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","duhok","idp_out_camp",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.anbar","host",0.2,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.anbar","idp_in_camp",0.0178571428571429,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.anbar","idp_out_camp",0.154815542118516,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.anbar","returnee",0.0126080145964546,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","salah.al.din","idp_out_camp",0.0768169157457845,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","salah.al.din","returnee",0.0590510627366327,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","baghdad","idp_out_camp",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","baghdad","returnee",0.210673052713174,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","ninewa","idp_in_camp",0.0506438381033811,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","ninewa","idp_out_camp",0.0176170295101866,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","ninewa","returnee",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.basrah","host",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.basrah","idp_out_camp",0.0833333333333333,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","erbil","idp_in_camp",0.00640143134055301,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Water","al.najaf","idp_out_camp",0,"received_aid_water","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","babil","idp_out_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","diyala","idp_in_camp",0.0555555555555556,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","diyala","returnee",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","kirkuk","idp_out_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","kirkuk","returnee",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.sulaymaniyah","idp_in_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.sulaymaniyah","idp_out_camp",0.00703697006677524,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","duhok","idp_in_camp",0.0018130221379457,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","duhok","idp_out_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.anbar","idp_in_camp",0.0357142857142857,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.anbar","idp_out_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","salah.al.din","idp_out_camp",0.0192515927096284,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","salah.al.din","returnee",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","baghdad","idp_out_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","baghdad","returnee",0.157307789147304,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","ninewa","idp_in_camp",0.0121810373262104,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","ninewa","idp_out_camp",0.0106162100309679,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","ninewa","returnee",0.0254619211027694,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.basrah","host",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.basrah","idp_out_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","erbil","idp_in_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","erbil","idp_out_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Fuel","al.najaf","idp_out_camp",0,"received_aid_fuel","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","babil","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","diyala","idp_in_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","diyala","idp_out_camp",0.0173486051309824,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","diyala","returnee",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","kirkuk","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","kirkuk","returnee",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.sulaymaniyah","idp_in_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.sulaymaniyah","idp_out_camp",0.00129146293738891,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","duhok","idp_in_camp",0.00106195806410169,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","duhok","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.anbar","host",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.anbar","idp_in_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.anbar","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.anbar","returnee",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","salah.al.din","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","salah.al.din","returnee",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","baghdad","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","baghdad","returnee",0.367980841860478,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","ninewa","idp_in_camp",0.0209518792556737,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","ninewa","idp_out_camp",0.0176170295101866,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","ninewa","returnee",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.basrah","host",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.basrah","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","erbil","idp_in_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","erbil","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Shelter","al.najaf","idp_out_camp",0,"received_aid_shelter","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","babil","idp_out_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","diyala","idp_in_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","diyala","idp_out_camp",0.0116478789979961,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","diyala","returnee",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","kirkuk","idp_out_camp",0.080484184249309,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","kirkuk","returnee",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.sulaymaniyah","idp_in_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.sulaymaniyah","idp_out_camp",0.0256394237728387,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","duhok","idp_in_camp",0.00465198827359514,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","duhok","idp_out_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.anbar","idp_in_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.anbar","idp_out_camp",0.142377370358567,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","salah.al.din","idp_out_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","salah.al.din","returnee",0.00957288661395426,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","baghdad","idp_out_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","baghdad","returnee",0.421346105426348,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","ninewa","idp_in_camp",0.00380943259194067,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","ninewa","idp_out_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","ninewa","returnee",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.basrah","host",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.basrah","idp_out_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","erbil","idp_in_camp",0.00440640994751699,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Seasonal items","al.najaf","idp_out_camp",0,"received_aid_seasonal_items","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","babil","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","diyala","idp_in_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","diyala","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","diyala","returnee",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","kirkuk","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","kirkuk","returnee",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.sulaymaniyah","idp_in_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.sulaymaniyah","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","duhok","idp_in_camp",0.00145122527563284,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","duhok","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.anbar","host",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.anbar","idp_in_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.anbar","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.anbar","returnee",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","salah.al.din","idp_out_camp",0.0185892914801716,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","salah.al.din","returnee",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","baghdad","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","baghdad","returnee",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","ninewa","idp_in_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","ninewa","idp_out_camp",0.126182916712977,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","ninewa","returnee",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.basrah","host",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.basrah","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","erbil","idp_in_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","erbil","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Other non-food items","al.najaf","idp_out_camp",0,"received_aid_other_nfi","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","babil","idp_out_camp",0.0315260468447267,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","diyala","idp_in_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","diyala","returnee",0.0893353223795864,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","kirkuk","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","kirkuk","returnee",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.sulaymaniyah","idp_in_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.sulaymaniyah","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","duhok","idp_in_camp",0.00420404893842015,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","duhok","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.anbar","idp_in_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.anbar","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.anbar","returnee",0.0378895486740536,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","salah.al.din","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","salah.al.din","returnee",0.0343119746752935,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","baghdad","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","baghdad","returnee",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","ninewa","idp_in_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","ninewa","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","ninewa","returnee",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.basrah","host",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.basrah","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","erbil","idp_in_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","erbil","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Protection/legal services","al.najaf","idp_out_camp",0,"received_aid_protection","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","babil","idp_out_camp",0,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","diyala","idp_in_camp",0.259259259259259,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","diyala","idp_out_camp",0.18513393030782,"received_aid_education","2021"
"AAP","% of HHs reporting to have received [type of aid]","Education services","diyala","returnee",0.168819688549499,"received_aid_education","2021"
