"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name","year"
"Food Security","Food Consumption Score","Borderline","male",0.0697036945358874,"fcs_category","2021"
"Food Security","Food Consumption Score","Poor","male",0.0292588441586616,"fcs_category","2021"
"Food Security","Household Hunger Scale","Little to no hunger in the household (0-1)","female",0.867839014906221,"household_hunger_category","2021"
"Food Security","Household Hunger Scale","Moderate hunger in the household (2-3)","female",0.122913136632536,"household_hunger_category","2021"
"Food Security","Household Hunger Scale","Severe hunger in the household (4-6)","female",0.00924784846124311,"household_hunger_category","2021"
"Food Security","Household Hunger Scale","Little to no hunger in the household (0-1)","male",0.936126896274924,"household_hunger_category","2021"
"Food Security","Household Hunger Scale","Moderate hunger in the household (2-3)","male",0.060171672681939,"household_hunger_category","2021"
"Food Security","Household Hunger Scale","Severe hunger in the household (4-6)","male",0.00370143104313651,"household_hunger_category","2021"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Stress","female",0.723843381074578,"stress","2021"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Stress","male",0.646088207681996,"stress","2021"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Crisis","female",0.277807411413158,"crisis","2021"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Crisis","male",0.244780212834538,"crisis","2021"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Emergency","female",0.129194309811214,"emergency","2021"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Emergency","male",0.111427352264764,"emergency","2021"
"Food Security, Livelihoods","% of HH spending more than 50% of total expenditure on food","","female",0.539576409946024,"food_expenditure_share","2021"
"Food Security, Livelihoods","% of HH spending more than 50% of total expenditure on food","","male",0.601847885547141,"food_expenditure_share","2021"
"Health","% of households with  a hospital with emergency, maternity, surgical and pediatric services within one hour's reach from dwellings","","female",0.590329243676569,"hospital_access_services","2021"
"Health","% of households with  a hospital with emergency, maternity, surgical and pediatric services within one hour's reach from dwellings","","male",0.619034748966023,"hospital_access_services","2021"
"Health","% of households that can access primary healthcare (health clinic) within one hour's walk from dwellings","","female",0.994015419177136,"clinic_access","2021"
"Health","% of households that can access primary healthcare (health clinic) within one hour's walk from dwellings","","male",0.995849178026371,"clinic_access","2021"
"Health","% HH reporting difficulties in accessing health services","","female",0.591985507543528,"difficulty_access_healthcare","2021"
"Health","% HH reporting difficulties in accessing health services","","male",0.49029363989628,"difficulty_access_healthcare","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Cost of services and/or medicine was too high","female",0.799835816766624,"difficulty_access_healthcare_cost","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Cost of services and/or medicine was too high","male",0.744893025989342,"difficulty_access_healthcare_cost","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Did not get access to qualified health staff at the health facility","female",0.0493781448016817,"difficulty_access_healthcare_lack_qualified_staff","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Did not get access to qualified health staff at the health facility","male",0.0348139586171291,"difficulty_access_healthcare_lack_qualified_staff","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Problems with civil documents","female",0.00511787857391878,"difficulty_access_healthcare_lack_civil_doc","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Problems with civil documents","male",0.00147094109105551,"difficulty_access_healthcare_lack_civil_doc","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic did not provide referral","female",0.00283481075835296,"difficulty_access_healthcare_no_referral_phc","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic did not provide referral","male",0.0288569514777168,"difficulty_access_healthcare_no_referral_phc","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic not open","female",0.0108678287323161,"difficulty_access_healthcare_phc_closed","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic not open","male",0.0293791761864621,"difficulty_access_healthcare_phc_closed","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","The treatment center was too far away/Transportation constraints","female",0.201845499279688,"difficulty_access_healthcare_too_far","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","The treatment center was too far away/Transportation constraints","male",0.129910291644041,"difficulty_access_healthcare_too_far","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Medical staff refused treatment without any excuse","female",0.000185160742866727,"difficulty_access_healthcare_staff_refused_treatment","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Medical staff refused treatment without any excuse","male",0.00460839689171467,"difficulty_access_healthcare_staff_refused_treatment","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","No medicine available at health facility/pharmacy","female",0.0668859603798686,"difficulty_access_healthcare_lack_medicine","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","No medicine available at health facility/pharmacy","male",0.131801218089523,"difficulty_access_healthcare_lack_medicine","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","No treatment available for my disease at the health facility","female",0.0563145458253568,"difficulty_access_healthcare_no_treatment_phc","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","No treatment available for my disease at the health facility","male",0.105806367593336,"difficulty_access_healthcare_no_treatment_phc","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Health services not inclusive of people with disabilities","female",0.0184453999230911,"difficulty_access_healthcare_not_inclusive_disability","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Health services not inclusive of people with disabilities","male",0.00640132386385503,"difficulty_access_healthcare_not_inclusive_disability","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Lack of female health staff","female",0.00646751738430699,"difficulty_access_healthcare_no_female_staff","2021"
"Health","% HH reporting [type of difficulty] in accessing health services","Lack of female health staff","male",0.0119040654122217,"difficulty_access_healthcare_no_female_staff","2021"
"Health, Protection","% HH with at least on individual that has ""lots of difficulty"" or ""cannot do at all"" one of the following activities: seeing, hearing, walking/climbing steps, remembering/concerntrating, self-care, communicating","","female",0.140125712092209,"members_disabled","2021"
"Health, Protection","% HH with at least on individual that has ""lots of difficulty"" or ""cannot do at all"" one of the following activities: seeing, hearing, walking/climbing steps, remembering/concerntrating, self-care, communicating","","male",0.108662647631288,"members_disabled","2021"
"Health, Protection","% of households with members unable to access one or more services due to disability","","female",0.528221383011112,"difficulty_disability_services","2021"
"Health, Protection","% of households with members unable to access one or more services due to disability","","male",0.395516102773765,"difficulty_disability_services","2021"
"Health, Protection GBV","% of households reporting that women of reproductive age (15-49) face difficulty in accessing specialized reproductive health services","","female",0.169507624548811,"difficulty_accessing_female_services","2021"
"Health, Protection GBV","% of households reporting that women of reproductive age (15-49) face difficulty in accessing specialized reproductive health services","","male",0.205978331880098,"difficulty_accessing_female_services","2021"
"HH profile","% of female-headed households","","female",1,"female_headed","2021"
"HH profile","% of female-headed households","","male",0,"female_headed","2021"
"HH profile","% of single headed households","","female",0.809268861333663,"single_headed","2021"
"HH profile","% of single headed households","","male",0.0201433771902625,"single_headed","2021"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next three months","Remain
Return to AoO
Move elsewhere
Don’t know","female",0.905282042573547,"no_movement_3","2021"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next three months","Remain
Return to AoO
Move elsewhere
Don’t know","male",0.912449632422592,"no_movement_3","2021"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next twelve months","Remain
Return to AoO
Move elsewhere
Don’t know","female",0.827066282235254,"no_movement_12","2021"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next twelve months","Remain
Return to AoO
Move elsewhere
Don’t know","male",0.831742390580499,"no_movement_12","2021"
"HH Profile, CCCM ","% of returnee HHs that intend to remain in their current location for the next twelve months","","female",0.903485043111062,"no_movement_returnee_12","2021"
"HH Profile, CCCM ","% of returnee HHs that intend to remain in their current location for the next twelve months","","male",0.939195667927748,"no_movement_returnee_12","2021"
"HH Profile, CCCM ","% of IDP HHs that intend to integrate into the local community of their current district in the long-term","","female",0.753995222527606,"integration","2021"
"HH Profile, CCCM ","% of IDP HHs that intend to integrate into the local community of their current district in the long-term","","male",0.798197737956567,"integration","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety in AoO","female",0.295201462969394,"return_security_aoo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety in AoO","male",0.353309736103167,"return_security_aoo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety concerns in AoD","female",0.022622015242542,"return_security_aod","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety concerns in AoD","male",0.0688406714302145,"return_security_aod","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of livelihood in AoD","female",0,"return_livelihoods_aod","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of livelihood in AoD","male",0.153380605171227,"return_livelihoods_aod","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure HLP ","female",0.155344789847029,"return_secure_hlp","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure HLP ","male",0.111568264757521,"return_secure_hlp","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure civil documentation or security clearance","female",0.0289502215173479,"return_secure_docs","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure civil documentation or security clearance","male",0.00469098436388522,"return_secure_docs","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)","female",0.0450134955194113,"return_limited_services","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)","male",0.063659536057554,"return_limited_services","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Availability of access to basic services and/or livelihood in AoO (e.g. health, education, courts)","female",0.535629570771661,"return_available_services_aoo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Availability of access to basic services and/or livelihood in AoO (e.g. health, education, courts)","male",0.382204434156851,"return_available_services_aoo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Social pull factors (e.g. emotional desire, family returned, family released from detention, lack integration AoD)","female",0.702332815162052,"return_pull_factors","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Social pull factors (e.g. emotional desire, family returned, family released from detention, lack integration AoD)","male",0.463519478756977,"return_pull_factors","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Mine/UXO contamination","female",0.0421097362083343,"return_uxo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Mine/UXO contamination","male",0.135826477927378,"return_uxo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Safety concerns in AoO","female",0.581768792793193,"no_return_security_aoo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Safety concerns in AoO","male",0.577042536082978,"no_return_security_aoo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of livelihood in AoO","female",0.474672950515906,"no_return_lack_livelihoods","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of livelihood in AoO","male",0.46537850128544,"no_return_lack_livelihoods","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of shelter in AoO","female",0.392950726762286,"no_return_lack_shelter","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of shelter in AoO","male",0.420710225316922,"no_return_lack_shelter","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of civil documentation or security clearance","female",0.00765530164122358,"no_return_lack_docs","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of civil documentation or security clearance","male",0.00128566877694628,"no_return_lack_docs","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)","female",0.124115663235461,"no_return_lack_services","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)","male",0.151130790597618,"no_return_lack_services","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Pull factors to remain in AoD (e.g. education, family, health condition, living conditions)","female",0.188097069868872,"no_return_pull_factors","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Pull factors to remain in AoD (e.g. education, family, health condition, living conditions)","male",0.200341054246281,"no_return_pull_factors","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Mine/UXO contamination","female",0.0821760249387373,"no_return_uxo","2021"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Mine/UXO contamination","male",0.0844104608387046,"no_return_uxo","2021"
"Livelihoods","% HH with at least one adult (18+) unemployed and seeking work","","female",0.238459362555447,"unemployed_seeking_work","2021"
"Livelihoods","% HH with at least one adult (18+) unemployed and seeking work","","male",0.262846452109172,"unemployed_seeking_work","2021"
"Livelihoods","% HH with at least one female adult (18+) unemployed and seeking work","","female",0.167045758112245,"female_unemployed_seeking_work","2021"
"Livelihoods","% HH with at least one female adult (18+) unemployed and seeking work","","male",0.140452700621795,"female_unemployed_seeking_work","2021"
"Livelihoods","% HH with at least one person under (<18) working","","female",0.153096846570627,"children_working","2021"
"Livelihoods","% HH with at least one person under (<18) working","","male",0.0480488458625947,"children_working","2021"
"Livelihoods","Main barriers to employment","Increased competition for jobs, not enough jobs","female",0.653754604490993,"employment_barrier_competition","2021"
"Livelihoods","Main barriers to employment","Increased competition for jobs, not enough jobs","male",0.762642168459183,"employment_barrier_competition","2021"
"Livelihoods","Main barriers to employment","Available jobs are too far away","female",0.146547380209011,"employment_barrier_too_far","2021"
"Livelihoods","Main barriers to employment","Available jobs are too far away","male",0.160130832755696,"employment_barrier_too_far","2021"
"Livelihoods","Main barriers to employment","Only low-skilled, socially degrading or low-paying jobs","female",0.0673100279010305,"employment_barrier_only_low_available","2021"
"Livelihoods","Main barriers to employment","Only low-skilled, socially degrading or low-paying jobs","male",0.0650440839539003,"employment_barrier_only_low_available","2021"
"Livelihoods","Main barriers to employment","Underqualified for available jobs","female",0.124796549655355,"employment_barrier_underqualified_for_jobs","2021"
"Livelihoods","Main barriers to employment","Underqualified for available jobs","male",0.110537021246014,"employment_barrier_underqualified_for_jobs","2021"
"Livelihoods","Main barriers to employment","Lack of family/personal connections","female",0.200490532983349,"employment_barrier_no_wasta","2021"
"Livelihoods","Main barriers to employment","Lack of family/personal connections","male",0.124551888613528,"employment_barrier_no_wasta","2021"
"Livelihoods","Main barriers to employment","Lack of livelihood/employment opportunities for women","female",0.345312795385867,"employment_barrier_lack_jobs_women","2021"
"Livelihoods","Main barriers to employment","Lack of livelihood/employment opportunities for women","male",0.150540847279581,"employment_barrier_lack_jobs_women","2021"
"Livelihoods","% of households whose average monthly income [from employment and pension] was less than 480,000 IQD/month","","female",0.727350827896824,"insufficient_income","2021"
"Livelihoods","% of households whose average monthly income [from employment and pension] was less than 480,000 IQD/month","","male",0.611134799337289,"insufficient_income","2021"
"Livelihoods","% of HHs reporting a barrier to an operational marketplace","","female",0.216792592574424,"market_barrier","2021"
"Livelihoods","% of HHs reporting a barrier to an operational marketplace","","male",0.136558696923958,"market_barrier","2021"
"Livelihoods","% HH with debt value > 505,000 IQD ","","female",0.590635807083317,"too_much_debt","2021"
"Livelihoods","% HH with debt value > 505,000 IQD ","","male",0.571871550017156,"too_much_debt","2021"
"Livelihoods","% HH unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","","female",0.84994621408073,"basic_services","2021"
"Livelihoods","% HH unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","","male",0.760059148768046,"basic_services","2021"
"Livelihoods, AAP","% of households relying  on humanitarian assistance as a primary  source of income","","female",0.0506651309871476,"ngo_assistance","2021"
"Livelihoods, AAP","% of households relying  on humanitarian assistance as a primary  source of income","","male",0.0162182025650952,"ngo_assistance","2021"
