"Sector","Indicator","Sub Indicator","Disaggregation","Percentages","variable_name"
"Education","Main barriers to education","Unable to enroll/register","male",0.040812587927237,"education_barriers_unable_to_register"
"Education","Main barriers to education","Physical limitations to access school ","female",0.0751473327658197,"education_barriers_physical_limitation"
"Education","Main barriers to education","Physical limitations to access school ","male",0.112343197604277,"education_barriers_physical_limitation"
"Education","Main barriers to education","School and classes are overcrowded","female",0.000287259155224233,"education_barriers_overcrowded"
"Education","Main barriers to education","School and classes are overcrowded","male",0.00219662917675062,"education_barriers_overcrowded"
"Education","Main barriers to education","The school infrastructure is poor","female",0,"education_barriers_poor_infrastructure"
"Education","Main barriers to education","The school infrastructure is poor","male",0.0113411923704131,"education_barriers_poor_infrastructure"
"Education","Main barriers to education","Curriculum not adapted","female",0.0129671535356405,"education_barriers_curriculum_not_adapted"
"Education","Main barriers to education","Curriculum not adapted","male",0.0125679692002339,"education_barriers_curriculum_not_adapted"
"Education","Main barriers to education","Child working","female",0.069770656377749,"education_barriers_working"
"Education","Main barriers to education","Child working","male",0.0635326457683554,"education_barriers_working"
"Education","Main barriers to education","parental refusal","female",0.0580827229255912,"education_barriers_parental_refusal"
"Education","Main barriers to education","parental refusal","male",0.0432768546805741,"education_barriers_parental_refusal"
"Education","Main barriers to education","Lack of interest of children in education.","female",0.223262328055642,"education_barriers_lack_interest"
"Education","Main barriers to education","Lack of interest of children in education.","male",0.251393977662802,"education_barriers_lack_interest"
"Education","Main barriers to education","Other","female",0.0158079268181343,"education_barriers_other"
"Education","Main barriers to education","Other","male",0.0780971562933358,"education_barriers_other"
"Food Security","Food Consumption Score","Acceptable","female",0.808410906940394,"fcs_category"
"Food Security","Food Consumption Score","Borderline","female",0.129730915628818,"fcs_category"
"Food Security","Food Consumption Score","Poor","female",0.0618581774307882,"fcs_category"
"Food Security","Food Consumption Score","Acceptable","male",0.884993604126054,"fcs_category"
"Food Security","Food Consumption Score","Borderline","male",0.0888193564736195,"fcs_category"
"Food Security","Food Consumption Score","Poor","male",0.0261870394003263,"fcs_category"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Stress","female",0.734580904855926,"stress"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Stress","male",0.503969366161192,"stress"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Crisis","female",0.197404390511745,"crisis"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Crisis","male",0.147304468942563,"crisis"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Emergency","female",0.133838740947906,"emergency"
"Food Security, Livelihoods","% of HH relying on negative coping strategies (stress, crisis or emergency) to cope with a lack of food or money to buy food","Emergency","male",0.100922556751768,"emergency"
"Food Security, Livelihoods","% of HH spending more than 50% of total expenditure on food","","female",0.237019730098327,"food_expenditure_share"
"Food Security, Livelihoods","% of HH spending more than 50% of total expenditure on food","","male",0.332047162817995,"food_expenditure_share"
"Health","% of households with  a hospital with emergency, maternity, surgical and pediatric services within one hour's reach from dwellings","","female",0.323010498155522,"hospital_access_services"
"Health","% of households with  a hospital with emergency, maternity, surgical and pediatric services within one hour's reach from dwellings","","male",0.366846799855618,"hospital_access_services"
"Health","% of households that can access primary healthcare (health clinic) within one hour's walk from dwellings","","female",0.925097655792151,"clinic_access"
"Health","% of households that can access primary healthcare (health clinic) within one hour's walk from dwellings","","male",0.921413825913663,"clinic_access"
"Health","% HH reporting difficulties in accessing health services","","female",0.865562637224672,"difficulty_access_healthcare"
"Health","% HH reporting difficulties in accessing health services","","male",0.615865770206777,"difficulty_access_healthcare"
"Health","% HH reporting [type of difficulty] in accessing health services","Cost of services and/or medicine was too high","female",0.796276254147882,"difficulty_access_healthcare_cost"
"Health","% HH reporting [type of difficulty] in accessing health services","Cost of services and/or medicine was too high","male",0.509857014811369,"difficulty_access_healthcare_cost"
"Health","% HH reporting [type of difficulty] in accessing health services","Did not get access to qualified health staff at the health facility","female",0.0547400127985068,"difficulty_access_healthcare_lack_qualified_staff"
"Health","% HH reporting [type of difficulty] in accessing health services","Did not get access to qualified health staff at the health facility","male",0.0389613241965176,"difficulty_access_healthcare_lack_qualified_staff"
"Health","% HH reporting [type of difficulty] in accessing health services","Problems with civil documents","female",0.00880026260773916,"difficulty_access_healthcare_lack_civil_doc"
"Health","% HH reporting [type of difficulty] in accessing health services","Problems with civil documents","male",0.00232757287458201,"difficulty_access_healthcare_lack_civil_doc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic did not provide referral","female",0.0219567247895346,"difficulty_access_healthcare_no_referral_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic did not provide referral","male",0.0179369305009237,"difficulty_access_healthcare_no_referral_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic not open","female",0.0345331343074083,"difficulty_access_healthcare_phc_closed"
"Health","% HH reporting [type of difficulty] in accessing health services","Public health clinic not open","male",0.0188189724914895,"difficulty_access_healthcare_phc_closed"
"Health","% HH reporting [type of difficulty] in accessing health services","The treatment center was too far away/Transportation constraints","female",0.0841279437315253,"difficulty_access_healthcare_too_far"
"Health","% HH reporting [type of difficulty] in accessing health services","The treatment center was too far away/Transportation constraints","male",0.0651669977625682,"difficulty_access_healthcare_too_far"
"Health","% HH reporting [type of difficulty] in accessing health services","Medical staff refused treatment without any excuse","female",0.00768562816003097,"difficulty_access_healthcare_staff_refused_treatment"
"Health","% HH reporting [type of difficulty] in accessing health services","Medical staff refused treatment without any excuse","male",0.0122726487673981,"difficulty_access_healthcare_staff_refused_treatment"
"Health","% HH reporting [type of difficulty] in accessing health services","No medicine available at health facility/pharmacy","female",0.146894898457852,"difficulty_access_healthcare_lack_medicine"
"Health","% HH reporting [type of difficulty] in accessing health services","No medicine available at health facility/pharmacy","male",0.150957028004778,"difficulty_access_healthcare_lack_medicine"
"Health","% HH reporting [type of difficulty] in accessing health services","No treatment available for my disease at the health facility","female",0.0940434868595118,"difficulty_access_healthcare_no_treatment_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","No treatment available for my disease at the health facility","male",0.101770873643581,"difficulty_access_healthcare_no_treatment_phc"
"Health","% HH reporting [type of difficulty] in accessing health services","Health services not inclusive of people with disabilities","female",0.0317238959961014,"difficulty_access_healthcare_not_inclusive_disability"
"Health","% HH reporting [type of difficulty] in accessing health services","Health services not inclusive of people with disabilities","male",0.0239951493672275,"difficulty_access_healthcare_not_inclusive_disability"
"Health, Protection","% HH with at least on individual that has ""lots of difficulty"" or ""cannot do at all"" one of the following activities: seeing, hearing, walking/climbing steps, remembering/concerntrating, self-care, communicating","","female",0.221785625385433,"members_disabled"
"Health, Protection","% HH with at least on individual that has ""lots of difficulty"" or ""cannot do at all"" one of the following activities: seeing, hearing, walking/climbing steps, remembering/concerntrating, self-care, communicating","","male",0.105733979413788,"members_disabled"
"Health, Protection","% of households with members unable to access one or more services due to disability","","female",0.560346668140538,"difficulty_disability_services"
"Health, Protection","% of households with members unable to access one or more services due to disability","","male",0.529720385093792,"difficulty_disability_services"
"Health, Protection GBV","% of households reporting that women of reproductive age (15-49) face difficulty in accessing specialized reproductive health services","","female",0.192559904429006,"difficulty_accessing_female_services"
"Health, Protection GBV","% of households reporting that women of reproductive age (15-49) face difficulty in accessing specialized reproductive health services","","male",0.174918506179001,"difficulty_accessing_female_services"
"HH profile","% of female-headed households","","female",1,"female_headed"
"HH profile","% of female-headed households","","male",0,"female_headed"
"HH profile","% of single headed households","","female",0.842149785261456,"single_headed"
"HH profile","% of single headed households","","male",0.0290709356867956,"single_headed"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next three months","Remain
Return to AoO
Move elsewhere
Don’t know","female",0.246703078855949,"no_movement_3"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next three months","Remain
Return to AoO
Move elsewhere
Don’t know","male",0.246193988212395,"no_movement_3"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next twelve months","Remain
Return to AoO
Move elsewhere
Don’t know","female",0.210831701991457,"no_movement_12"
"HH Profile, CCCM ","% of IDP HHs that intend to remain in their current location for the next twelve months","Remain
Return to AoO
Move elsewhere
Don’t know","male",0.197601201265944,"no_movement_12"
"HH Profile, CCCM ","% of returnee HHs that intend to remain in their current location for the next twelve months","","female",0.690808143299948,"no_movement_returnee_12"
"HH Profile, CCCM ","% of returnee HHs that intend to remain in their current location for the next twelve months","","male",0.76073050067558,"no_movement_returnee_12"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety in AoO","female",0.410616917215735,"return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety in AoO","male",0.79974614498325,"return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety concerns in AoD","female",0.0049543824020074,"return_security_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Safety concerns in AoD","male",0.000784668056094476,"return_security_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of livelihood in AoD","female",0.261253950649796,"return_livelihoods_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of livelihood in AoD","male",0.0319894326034739,"return_livelihoods_aod"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure HLP ","female",0.0878028437091849,"return_secure_hlp"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","to secure HLP ","male",0.0630026807092274,"return_secure_hlp"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)","female",0.171439252743592,"return_limited_services"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)","male",0.02545155869046,"return_limited_services"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Availability of access to basic services and/or livelihood in AoO (e.g. health, education, courts)","female",0.00303445154990426,"return_available_services_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Availability of access to basic services and/or livelihood in AoO (e.g. health, education, courts)","male",0.00442089788752595,"return_available_services_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Social pull factors (e.g. emotional desire, family returned, family released from detention, lack integration AoD)","female",0.0167380005783629,"return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Social pull factors (e.g. emotional desire, family returned, family released from detention, lack integration AoD)","male",0.0132271197345229,"return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Mine/UXO contamination","female",0.183973702306172,"return_uxo"
"HH Profile, CCCM ","% of IDP HHs that currently intends to return to their AoO due to [insert response option]","Mine/UXO contamination","male",0.207266552452944,"return_uxo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Safety concerns in AoO","female",0.18273385915374,"no_return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Safety concerns in AoO","male",0.169939902416539,"no_return_security_aoo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of livelihood in AoO","female",0.0928192552887941,"no_return_lack_livelihoods"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of livelihood in AoO","male",0.098155866088913,"no_return_lack_livelihoods"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of shelter in AoO","female",0.0982186516340817,"no_return_lack_shelter"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of shelter in AoO","male",0.0950711781147504,"no_return_lack_shelter"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of civil documentation or security clearance","female",0.00232519570398813,"no_return_lack_docs"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of civil documentation or security clearance","male",0.00539363209343521,"no_return_lack_docs"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)","female",0.0150980647618937,"no_return_lack_services"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Lack of access to basic services in AoD (e.g. health, education, courts)","male",0.0369120536840788,"no_return_lack_services"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Pull factors to remain in AoD (e.g. education, family, health condition, living conditions)","female",0.0249764150320961,"no_return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Pull factors to remain in AoD (e.g. education, family, health condition, living conditions)","male",0.0354478394430584,"no_return_pull_factors"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Mine/UXO contamination","female",0.0991081628394494,"no_return_uxo"
"HH Profile, CCCM ","% of IDP HHs that currently don't intend to return to their AoO due to [insert response option]","Mine/UXO contamination","male",0.127732256420668,"no_return_uxo"
"Livelihoods","% HH with at least one adult (18+) unemployed and seeking work","","female",0.298029501963302,"unemployed_seeking_work"
"Livelihoods","% HH with at least one adult (18+) unemployed and seeking work","","male",0.217316009958814,"unemployed_seeking_work"
"Livelihoods","% HH with at least one female adult (18+) unemployed and seeking work","","female",0.14398195760079,"female_unemployed_seeking_work"
"Livelihoods","% HH with at least one female adult (18+) unemployed and seeking work","","male",0.126296019175188,"female_unemployed_seeking_work"
"Livelihoods","% HH with at least one person under (<18) working","","female",0.163607425564931,"children_working"
"Livelihoods","% HH with at least one person under (<18) working","","male",0.0806939034271134,"children_working"
"Livelihoods","Main barriers to employment","Increased competition for jobs, not enough jobs","female",0.783395318752894,"employment_barrier_competition"
"Livelihoods","Main barriers to employment","Increased competition for jobs, not enough jobs","male",0.79115169449381,"employment_barrier_competition"
"Livelihoods","Main barriers to employment","Available jobs are too far away","female",0.209276629865337,"employment_barrier_too_far"
"Livelihoods","Main barriers to employment","Available jobs are too far away","male",0.159435374373619,"employment_barrier_too_far"
"Livelihoods","Main barriers to employment","Only low-skilled, socially degrading or low-paying jobs","female",0.155725812313917,"employment_barrier_only_low_available"
"Livelihoods","Main barriers to employment","Only low-skilled, socially degrading or low-paying jobs","male",0.0855413895595857,"employment_barrier_only_low_available"
"Livelihoods","Main barriers to employment","Underqualified for available jobs","female",0.141387019388475,"employment_barrier_underqualified_for_jobs"
"Livelihoods","Main barriers to employment","Underqualified for available jobs","male",0.0950516511529678,"employment_barrier_underqualified_for_jobs"
"Livelihoods","Main barriers to employment","Lack of family/personal connections","female",0.132095917223406,"employment_barrier_no_wasta"
"Livelihoods","Main barriers to employment","Lack of family/personal connections","male",0.17036368753221,"employment_barrier_no_wasta"
"Livelihoods","% of households whose average monthly income [from employment and pension] was less than 480,000 IQD/month","","female",0.348000453421571,"insufficient_income"
"Livelihoods","% of households whose average monthly income [from employment and pension] was less than 480,000 IQD/month","","male",0.434572309484465,"insufficient_income"
"Livelihoods","% HH with debt value > 505,000 IQD ","","female",0.482874943200834,"too_much_debt"
"Livelihoods","% HH with debt value > 505,000 IQD ","","male",0.453401739190593,"too_much_debt"
"Livelihoods","% HH unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","","female",0.708070226471481,"basic_services"
"Livelihoods","% HH unable to afford basic needs (% HH taking on debt due to healthcare, food, education, or basic household expenditures)","","male",0.600365912679105,"basic_services"
"Livelihoods, AAP","% of households relying  on humanitarian assistance as a primary  source of income","","female",0.00931180614641205,"ngo_assistance"
"Livelihoods, AAP","% of households relying  on humanitarian assistance as a primary  source of income","","male",0.0223563767424602,"ngo_assistance"
"Livelihoods, Health","% of HH spending more than 25% of total expenditure on health","","female",0.108820459959768,"health_expenses"
"Livelihoods, Health","% of HH spending more than 25% of total expenditure on health","","male",0.0574775756983435,"health_expenses"
"Protection","% HHs reporting risk of eviction","","female",0.0560787833818837,"risk_eviction"
"Protection","% HHs reporting risk of eviction","","male",0.0413062417659715,"risk_eviction"
"Protection","% of HHs reporting to experience daytime movement restrictions","","female",0.499991893562767,"movement_restriction"
"Protection","% of HHs reporting to experience daytime movement restrictions","","male",0.560616857238106,"movement_restriction"
"Protection","% HH missing at least one key household or individual document ","","female",0.433122126487861,"hh_missing_doc"
"Protection","% HH missing at least one key household or individual document ","","male",0.414236876027991,"hh_missing_doc"
"Protection","% of HH with at least one child missing a key individual document","","female",0.372369294091032,"children_missing_doc"
"Protection","% of HH with at least one child missing a key individual document","","male",0.383260069894514,"children_missing_doc"
"Protection","% of households with presence of child marriage","","female",0.00971791836384623,"child_married"
"Protection","% of households with presence of child marriage","","male",0.0183956253179382,"child_married"
"Protection, Health","% HH with children with psychosocial distress (proxy data with behaviour change)","","female",0.10393407474134,"child_distress"
"Protection, Health","% HH with children with psychosocial distress (proxy data with behaviour change)","","male",0.0431711003755631,"child_distress"
"Protection, Health","% HH with adults with psychosocial distress (proxy data with behavior change)","","female",0.118328201898906,"adult_distress"
"Protection, Health","% HH with adults with psychosocial distress (proxy data with behavior change)","","male",0.0444428161231993,"adult_distress"
"Protection, HLP","% of HHs lacking secure tenure","","female",0.154026907388306,"lack_secure_tenure"
"Protection, HLP","% of HHs lacking secure tenure","","male",0.13633094481384,"lack_secure_tenure"
"SNFI","% HHs reporting at least 2 shelter improvements","","female",0.149922381468706,"shelter_2_improvements"
"SNFI","% HHs reporting at least 2 shelter improvements","","male",0.142268049725853,"shelter_2_improvements"
"WASH","% of HHs without access to an improved water source","","female",0.06332215655834,"imptoved_water_source"
"WASH","% of HHs without access to an improved water source","","male",0.05998242068799,"imptoved_water_source"
"WASH","% of HHs without access to [type of water source]","improved","female",0.93667784344166,"water_source"
"WASH","% of HHs without access to [type of water source]","unimproved","female",0.06332215655834,"water_source"
"WASH","% of HHs without access to [type of water source]","improved","male",0.94001757931201,"water_source"
"WASH","% of HHs without access to [type of water source]","unimproved","male",0.05998242068799,"water_source"
"WASH","% HH with access to improved functional sanitation facilities ","","female",0.952750865453816,"improved_sanitation"
"WASH","% HH with access to improved functional sanitation facilities ","","male",0.967058085559912,"improved_sanitation"
"WASH","% of households reporting problems related to water quality","","female",0.230598442596613,"problem_water_quality"
"WASH","% of households reporting problems related to water quality","","male",0.287189458555901,"problem_water_quality"
"WASH","% HH treating their water prior to drinking","","female",0.240240500989493,"treat_water"
"WASH","% HH treating their water prior to drinking","","male",0.296071830765037,"treat_water"
